epoch,train_loss,val_loss,val_acc,val_f1_macro,lr,elapsed_sec
1,1.2191005010155989,1.5808078310617204,0.6563786008230452,0.5271475861368262,9.990133642141359e-05,46
2,0.5268617659263742,1.1607003540659147,0.7325102880658436,0.653859709177024,9.96057350657239e-05,45
3,0.4960503313504986,1.195054626023328,0.7119341563786008,0.6217455121024058,9.911436253643444e-05,44
4,0.48709052663063285,1.0034365425875158,0.7386831275720165,0.6671701621138592,9.842915805643155e-05,45
5,0.4832205100268669,1.0832534417693997,0.7983539094650206,0.7404538202305134,9.755282581475769e-05,44
6,0.48274686060085736,0.9821971041675458,0.8045267489711934,0.7623167542465331,9.648882429441257e-05,41
7,0.4806596574200498,0.9031220914895642,0.8106995884773662,0.776290353618667,9.524135262330098e-05,43
8,0.4774339576552454,0.8634575373596616,0.8395061728395061,0.8095553157075223,9.381533400219317e-05,43
9,0.47469736637888194,0.9389117881349085,0.823045267489712,0.7865437206163013,9.221639627510075e-05,43
10,0.47451799709906184,0.8950661146101148,0.823045267489712,0.7786147516805082,9.045084971874735e-05,44
11,0.4757488400493131,0.8411274522910883,0.8395061728395061,0.8068625443037848,8.852566213878945e-05,43
12,0.4780745792706181,0.989461134981226,0.808641975308642,0.7705911480136286,8.644843137107056e-05,45
13,0.4758990465302136,0.8886156602160921,0.8292181069958847,0.7898533007586066,8.422735529643442e-05,42
14,0.47516198329234605,0.8567722476558921,0.823045267489712,0.7824259061780112,8.187119948743447e-05,43
15,0.47389161757144393,0.9002120254461657,0.823045267489712,0.7828548749588176,7.938926261462366e-05,44
16,0.4716714321685695,0.9037744201750422,0.8251028806584362,0.7791437843533414,7.679133974894982e-05,42
17,0.47160633191091783,0.8657912285730182,0.8292181069958847,0.7925122403557553,7.408768370508575e-05,43
18,0.47064915750342795,0.8933347425588365,0.8374485596707819,0.8061120820337151,7.128896457825361e-05,40
19,0.4701856049103594,0.8761275506313936,0.8374485596707819,0.8061120820337151,6.840622763423389e-05,43
20,0.4702710132254586,0.9080428105813486,0.845679012345679,0.817503848035783,6.545084971874736e-05,44
21,0.4704429307643153,0.9273693806840559,0.831275720164609,0.7979368546071086,6.243449435824272e-05,42
22,0.4705655821853814,0.9209924760914634,0.8374485596707819,0.809130953609329,5.9369065729286224e-05,44
23,0.47059876058652755,0.925079088642764,0.8292181069958847,0.7939754837644388,5.626666167821521e-05,43
24,0.47003392056328375,0.9900470548941765,0.823045267489712,0.7901849460682189,5.3139525976465657e-05,47
25,0.46982825663126176,0.9424106560862113,0.831275720164609,0.8004151080785065,4.999999999999998e-05,43
26,0.47000487999941926,0.9773934543623355,0.823045267489712,0.7875459984371229,4.6860474023534314e-05,44
27,0.4710737493250862,1.048653703780822,0.808641975308642,0.773305249830879,4.3733338321784775e-05,44
28,0.4695288978696986,0.9679101315545448,0.8168724279835391,0.776131709814246,4.063093427071375e-05,45
29,0.47113427328851903,0.9422030441554976,0.8251028806584362,0.7879809924205041,3.756550564175724e-05,45
30,0.46981256530459964,0.9559889403880869,0.8271604938271605,0.7919144776632872,3.454915028125263e-05,43
31,0.4698812523283002,0.917800761789942,0.8374485596707819,0.806663693246062,3.1593772365766105e-05,43
32,0.470373655655162,0.9304273392192621,0.8333333333333334,0.7989932403341606,2.8711035421746357e-05,42
33,0.46930882161388615,0.934348496512621,0.823045267489712,0.788155232607169,2.591231629491422e-05,43
34,0.46983735103980845,0.9625014505759188,0.8251028806584362,0.7877499163511008,2.3208660251050148e-05,44
35,0.4696794136690353,0.9542236232463225,0.8271604938271605,0.7917589518072186,2.061073738537634e-05,47
36,0.4688436024996258,0.9192102941465966,0.8353909465020576,0.8041431752778585,1.8128800512565503e-05,46
37,0.4690457895478925,0.961522088129334,0.8271604938271605,0.7917589518072186,1.5772644703565555e-05,44
38,0.4688294196639994,0.9261296290919614,0.8333333333333334,0.800930068136289,1.3551568628929426e-05,42
39,0.46866400424572796,0.926375815897812,0.8353909465020576,0.8054518783933637,1.1474337861210536e-05,44
40,0.46887394844633773,0.9276491643960584,0.8271604938271605,0.7917589518072186,9.549150281252626e-06,45
41,0.4685962168144557,0.9261195424162312,0.8333333333333334,0.8016739190066493,7.783603724899252e-06,43
42,0.4683822329670646,0.901797315220774,0.8353909465020576,0.8041431752778585,6.184665997806817e-06,45
43,0.4694652856571325,0.9191487097936403,0.831275720164609,0.7979368546071086,4.75864737669903e-06,46
44,0.46928382218030945,0.9380207229788902,0.8353909465020576,0.8046629593987262,3.5111757055874303e-06,43
45,0.46928883471355,0.9256484805311195,0.8333333333333334,0.8008850000120117,2.4471741852423216e-06,44
46,0.4700615215530649,0.9711460254074614,0.8251028806584362,0.7894898898607372,1.5708419435684504e-06,46
47,0.4698673558534807,0.9325302896921527,0.8292181069958847,0.7956924370500017,8.856374635655631e-07,45
48,0.4695680304194037,0.9376032747358942,0.8271604938271605,0.7926146227715852,3.942649342761114e-07,44
49,0.46888089093332397,0.9725878611513616,0.823045267489712,0.7848303795924718,9.866357858642197e-08,45
50,0.47056129802442526,0.9691379295945658,0.8251028806584362,0.7886083389791864,0.0,43
