epoch,train_loss,val_loss,val_acc,val_f1_macro,lr,elapsed_sec
1,1.0464801086234952,1.11970372258881,0.7489711934156379,0.6760845122830819,9.990133642141359e-05,47
2,0.4827213269433933,0.8680623740325739,0.8724279835390947,0.8515247156952854,9.96057350657239e-05,43
3,0.4727316144918091,0.8624517343662403,0.8477366255144033,0.822422320410493,9.911436253643444e-05,45
4,0.46957507394639775,0.880214939146866,0.8395061728395061,0.8081953067452383,9.842915805643155e-05,43
5,0.4687945197344179,0.8523098429044088,0.8518518518518519,0.8249991157655422,9.755282581475769e-05,45
6,0.4680198887523728,0.9205216404832439,0.8045267489711934,0.7724099721627922,9.648882429441257e-05,44
7,0.46787769335311524,0.8434098105371735,0.8600823045267489,0.8355343703219257,9.524135262330098e-05,44
8,0.46766028927428904,0.8390628526240219,0.8600823045267489,0.834890570362261,9.381533400219317e-05,42
9,0.46746302394223016,0.8296620477864771,0.8703703703703703,0.8476418931135837,9.221639627510075e-05,45
10,0.4675897750406796,0.9468040584046163,0.7901234567901234,0.7417789864736541,9.045084971874735e-05,41
11,0.46756253483672633,0.935909296259468,0.8004115226337448,0.7691494968523502,8.852566213878945e-05,43
12,0.4953039159852334,1.717082131056138,0.6995884773662552,0.5868353875219289,8.644843137107056e-05,44
13,0.5810817144902954,1.3840790074548603,0.602880658436214,0.5793234151174871,8.422735529643442e-05,42
14,0.47082080511755403,1.0710994255395583,0.7633744855967078,0.7810856559379111,8.187119948743447e-05,47
15,0.4689808678838524,1.0829469686673012,0.7654320987654321,0.7628559898068914,7.938926261462366e-05,43
16,0.4676259991686705,1.077253583036823,0.7592592592592593,0.7697658685925881,7.679133974894982e-05,47
17,0.46751106463963904,1.0532093989996263,0.7839506172839507,0.777131265366649,7.408768370508575e-05,41
18,0.4673598554112043,1.049975867624636,0.7880658436213992,0.7858074552104819,7.128896457825361e-05,46
19,0.4673449868577757,1.0749210803597062,0.779835390946502,0.7629913665117298,6.840622763423389e-05,42
20,0.46730066603072584,1.0748493369714713,0.7818930041152263,0.7660396446635999,6.545084971874736e-05,45
21,0.4672467297759181,1.0815556954454493,0.7777777777777778,0.7712954519685996,6.243449435824272e-05,45
22,0.46722151029867864,1.0797766859148756,0.7654320987654321,0.7657508943502407,5.9369065729286224e-05,43
23,0.4671982894277502,1.0938044315502968,0.7654320987654321,0.7662282364183484,5.626666167821521e-05,46
24,0.4671618457848712,1.0947298878504905,0.7613168724279835,0.760174599569508,5.3139525976465657e-05,42
25,0.4671417806993393,1.081235984225332,0.7695473251028807,0.7670516792069624,4.999999999999998e-05,43
26,0.4672295190595887,1.0909274433865959,0.779835390946502,0.7674831385922205,4.6860474023534314e-05,46
27,0.4671266488455504,1.0526621761145416,0.7777777777777778,0.7776270028887706,4.3733338321784775e-05,46
28,0.4671147572048313,1.1187838639742063,0.757201646090535,0.7567407836110938,4.063093427071375e-05,45
29,0.46710396421079037,1.1188011360757144,0.7489711934156379,0.75217154888252,3.756550564175724e-05,43
30,0.4671183740963426,1.0791728761461046,0.7654320987654321,0.7649293896557918,3.454915028125263e-05,44
31,0.46710456554498386,1.0783788554462386,0.7716049382716049,0.771622586608857,3.1593772365766105e-05,44
32,0.4670890769446172,1.083538904602145,0.7695473251028807,0.7708484880267072,2.8711035421746357e-05,40
33,0.46709437047747804,1.0921400079020747,0.7654320987654321,0.763611498154508,2.591231629491422e-05,44
34,0.4670860338469572,1.1015273538636572,0.757201646090535,0.7600405447421419,2.3208660251050148e-05,44
35,0.4670769929474595,1.0882966886332006,0.7613168724279835,0.7688769578910234,2.061073738537634e-05,43
36,0.46706953649158955,1.0948434714917783,0.7613168724279835,0.7671215591498871,1.8128800512565503e-05,46
37,0.4670671655986038,1.1034989835303506,0.757201646090535,0.7600405447421419,1.5772644703565555e-05,44
38,0.46707608602562817,1.096357685548288,0.7592592592592593,0.762689083374543,1.3551568628929426e-05,44
39,0.46706312736188793,1.0980399979485407,0.7633744855967078,0.7628878821436962,1.1474337861210536e-05,44
40,0.46705852736094244,1.0965147585044672,0.7613168724279835,0.76659540477455,9.549150281252626e-06,43
41,0.46706133647585457,1.1014194620980158,0.7633744855967078,0.7635627916573153,7.783603724899252e-06,44
42,0.4670564364394042,1.099896667180238,0.757201646090535,0.761391368036938,6.184665997806817e-06,45
43,0.4670619087127584,1.1052559040210865,0.7530864197530864,0.7573341339443584,4.75864737669903e-06,45
44,0.46705460479366423,1.103280943117024,0.757201646090535,0.7594562792483835,3.5111757055874303e-06,44
45,0.46705349886164754,1.1040300292733274,0.7551440329218106,0.7580472884464662,2.4471741852423216e-06,45
46,0.46705518669539214,1.1057983452891127,0.757201646090535,0.75875833533673,1.5708419435684504e-06,44
47,0.4670517235450876,1.105424400464988,0.757201646090535,0.7594562792483835,8.856374635655631e-07,43
48,0.46705456453335586,1.1042395609396476,0.7613168724279835,0.7608673542844586,3.942649342761114e-07,44
49,0.46705252152466903,1.1043793787190943,0.7613168724279835,0.7608673542844586,9.866357858642197e-08,41
50,0.467053096023553,1.104477278980208,0.7613168724279835,0.7608673542844586,0.0,43
